拠点ID,区市町村,名称,所在地,緯度１,経度１,緯度２,経度２,緯度３,経度３,緯度４,経度４,緯度５,経度５,緯度６,経度６,連絡先,連絡先詳細,入出庫可能時間,休業日,収容台数,一時利用/定期利用の別,一時利用部分の有料/無料の別,定期利用部分の有料/無料の別,ジャンル１,ジャンル２,備考,情報提供元
22019,葛飾区,亀有駅南口公園下自転車駐車場,東京都葛飾区亀有3-25-1,35.76593,139.847264,,,,,,,,,,,03-5680-6025,,4:00-（翌）1:30,なし,1000台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22020,葛飾区,亀有西自転車駐車場,東京都葛飾区亀有4-33-6先,35.765371,139.845121,,,,,,,,,,,03-3628-6251,,24時間,なし,1161台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22021,葛飾区,高砂自転車駐車場,東京都葛飾区高砂5-6-7,35.751443,139.865366,,,,,,,,,,,03-3627-7945,,4:00-（翌）1:00,なし,348台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22022,葛飾区,四つ木高架下自転車駐車場,東京都葛飾区東四つ木3-23-1,35.730606,139.835288,,,,,,,,,,,03-3694-2811,,24時間,なし,519台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22023,葛飾区,立石北第一自転車駐車場,東京都葛飾区立石7-1-15,35.738518,139.849372,,,,,,,,,,,03-5670-9207,,24時間,なし,780台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22024,葛飾区,立石北第二自転車駐車場,東京都葛飾区立石4-18-8,35.7394,139.84792,,,,,,,,,,,03-5670-9207,,24時間,なし,75台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22026,葛飾区,立石南第一自転車駐車場,東京都葛飾区立石1-22-15,35.73797,139.84993,,,,,,,,,,,03-5670-9207,,24時間,なし,80台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22027,葛飾区,お花茶屋地下自転車駐車場,東京都葛飾区白鳥2-1-1,35.74764,139.840963,,,,,,,,,,,03-3838-8270,,4:30-（翌）1:00,なし,1629台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22028,葛飾区,お花茶屋南自転車駐車場,東京都葛飾区白鳥1-1-12先,35.74673,139.840963,,,,,,,,,,,03-3838-8270,,24時間,なし,400台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22029,葛飾区,お花茶屋西自転車駐車場,東京都葛飾区お花茶屋1-18-12先,35.747871,139.838461,,,,,,,,,,,03-3838-8270,,24時間,なし,400台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22030,葛飾区,堀切北第一自転車駐車場,東京都葛飾区堀切4-57-13,35.74865,139.827185,,,,,,,,,,,03-3604-5036,,24時間,なし,240台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22031,葛飾区,堀切北第二自転車駐車場,東京都葛飾区堀切4-56-6,35.74818,139.826933,,,,,,,,,,,03-3604-5036,,24時間,なし,370台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22032,葛飾区,堀切南第一自転車駐車場,東京都葛飾区堀切5-7-10先,35.747596,139.828075,,,,,,,,,,,03-3604-5036,,24時間,なし,200台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22033,葛飾区,青戸北第一自転車駐車場,東京都葛飾区青戸3-27-6,35.745306,139.854224,,,,,,,,,,,03-5650-5120,,24時間,なし,180台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22034,葛飾区,青戸高架下第一自転車駐車場,東京都葛飾区立石6-39-8先,35.744518,139.854664,,,,,,,,,,,03-5650-5120,,24時間,なし,320台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22035,葛飾区,青戸南第一自転車駐車場,東京都葛飾区青戸3-33,35.746722,139.855846,,,,,,,,,,,03-5650-5120,,24時間,なし,100台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22036,葛飾区,新柴又高架下第一自転車駐車場,東京都葛飾区鎌倉3-20-4先,35.750061,139.877458,,,,,,,,,,,03-5668-9585,,24時間,なし,310台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22037,葛飾区,新柴又高架下第二自転車駐車場,東京都葛飾区柴又5-13-11先,35.751754,139.880741,,,,,,,,,,,03-5668-9585,,24時間,なし,160台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22039,葛飾区,四つ木北自転車置場,東京都葛飾区四つ木1-8-9先,35.733807,139.831949,,,,,,,,,,,03-5654-8386,,24時間,なし,110台,一時利用のみ,無料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
22040,葛飾区,環七青砥橋下自転車駐車場,東京都葛飾区青戸2-12-15,35.747178,139.858438,,,,,,,,,,,03-5650-5120,,24時間,なし,550台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・葛飾区
